source_system,remittance_id,payment_id,invoice_refs,stated_amount
NETSUITE_SIM,R-NET-P002-02,NET-P002-02,INV-300202,1567.23
NETSUITE_SIM,R-NET-P002-03,NET-P002-03,INV-300203,2902.6
NETSUITE_SIM,R-NET-P002-04,NET-P002-04,INV-300204|INV-300205,6686.02
NETSUITE_SIM,R-NET-P002-05A,NET-P002-05A,INV-300206,1789.55
NETSUITE_SIM,R-NET-P002-05B,NET-P002-05B,INV-300206,2187.2300000000005
NETSUITE_SIM,R-NET-P002-07,NET-P002-07,INV-300208,4572.95
NETSUITE_SIM,R-NET-P002-08,NET-P002-08,INV-300209,4318.32
NETSUITE_SIM,R-NET-P003-01,NET-P003-01,INV-300301,2858.33
NETSUITE_SIM,R-NET-P003-02,NET-P003-02,INV-300302,1987.52
NETSUITE_SIM,R-NET-P003-03,NET-P003-03,INV-300303,3612.74
NETSUITE_SIM,R-NET-P003-04,NET-P003-04,INV-300304|INV-300305,7277.83
NETSUITE_SIM,R-NET-P003-05A,NET-P003-05A,INV-300306,1839.58
NETSUITE_SIM,R-NET-P003-05B,NET-P003-05B,INV-300306,2248.38
NETSUITE_SIM,R-NET-P003-07,NET-P003-07,INV-300308,4428.75
NETSUITE_SIM,R-NET-P003-08,NET-P003-08,INV-300309,4460.18
NETSUITE_SIM,R-NET-P004-01,NET-P004-01,INV-300401,2562.99
NETSUITE_SIM,R-NET-P004-02,NET-P004-02,INV-300402,1977.43
NETSUITE_SIM,R-NET-P004-03,NET-P004-03,INV-300403,3227.79
NETSUITE_SIM,R-NET-P004-04,NET-P004-04,INV-300404|INV-300405,7041.379999999999
NETSUITE_SIM,R-NET-P004-05A,NET-P004-05A,INV-300406,1868.92
NETSUITE_SIM,R-NET-P004-05B,NET-P004-05B,INV-300406,2284.2299999999996
NETSUITE_SIM,R-NET-P004-07,NET-P004-07,INV-300408,4793.37
NETSUITE_SIM,R-NET-P004-08,NET-P004-08,INV-300409,4222.12
NETSUITE_SIM,R-NET-P005-01,NET-P005-01,INV-300501,2779.25
NETSUITE_SIM,R-NET-P005-02,NET-P005-02,INV-300502,1920.15
NETSUITE_SIM,R-NET-P005-03,NET-P005-03,INV-300503,3846.11
NETSUITE_SIM,R-NET-P005-04,NET-P005-04,INV-300504|INV-300505,7618.3
NETSUITE_SIM,R-NET-P005-05A,NET-P005-05A,INV-300506,1814.55
NETSUITE_SIM,R-NET-P005-05B,NET-P005-05B,INV-300506,2217.7799999999997
NETSUITE_SIM,R-NET-P005-07,NET-P005-07,INV-300508,5098.21
NETSUITE_SIM,R-NET-P005-08,NET-P005-08,INV-300509,4695.73
NETSUITE_SIM,R-NET-P006-01,NET-P006-01,INV-300601,3275.16
NETSUITE_SIM,R-NET-P006-02,NET-P006-02,INV-300602,2122.65
NETSUITE_SIM,R-NET-P006-03,NET-P006-03,INV-300603,3710.88
NETSUITE_SIM,R-NET-P006-04,NET-P006-04,INV-300604|INV-300605,7745.01
NETSUITE_SIM,R-NET-P006-05A,NET-P006-05A,INV-300606,2008.95
NETSUITE_SIM,R-NET-P006-05B,NET-P006-05B,INV-300606,2455.3900000000003
NETSUITE_SIM,R-NET-P006-07,NET-P006-07,INV-300608,4792.99
NETSUITE_SIM,R-NET-P006-08,NET-P006-08,INV-300609,4528.02
NETSUITE_SIM,R-NET-P007-01,NET-P007-01,INV-300701,3052.25
NETSUITE_SIM,R-NET-P007-02,NET-P007-02,INV-300702,2304.09
NETSUITE_SIM,R-NET-P007-03,NET-P007-03,INV-300703,3702.74
NETSUITE_SIM,R-NET-P007-04,NET-P007-04,INV-300704|INV-300705,8276.11
NETSUITE_SIM,R-NET-P007-05A,NET-P007-05A,INV-300706,1889.89
NETSUITE_SIM,R-NET-P007-05B,NET-P007-05B,INV-300706,2309.8599999999997
NETSUITE_SIM,R-NET-P007-07,NET-P007-07,INV-300708,5106.22
NETSUITE_SIM,R-NET-P007-08,NET-P007-08,INV-300709,5218.3
NETSUITE_SIM,R-NET-P008-01,NET-P008-01,INV-300801,3244.78
NETSUITE_SIM,R-NET-P008-02,NET-P008-02,INV-300802,2366.99
NETSUITE_SIM,R-NET-P008-03,NET-P008-03,INV-300803,3809.66
NETSUITE_SIM,R-NET-P008-04,NET-P008-04,INV-300804|INV-300805,8015.76
NETSUITE_SIM,R-NET-P008-05A,NET-P008-05A,INV-300806,2171.82
NETSUITE_SIM,R-NET-P008-05B,NET-P008-05B,INV-300806,2654.4500000000003
NETSUITE_SIM,R-NET-P008-07,NET-P008-07,INV-300808,5433.52
NETSUITE_SIM,R-NET-P008-08,NET-P008-08,INV-300809,5185.67
NETSUITE_SIM,R-NET-P009-01,NET-P009-01,INV-300901,3491.95
NETSUITE_SIM,R-NET-P009-02,NET-P009-02,INV-300902,2329.64
NETSUITE_SIM,R-NET-P009-03,NET-P009-03,INV-300903,4073.1
NETSUITE_SIM,R-NET-P009-04,NET-P009-04,INV-300904|INV-300905,8686.09
NETSUITE_SIM,R-NET-P009-05A,NET-P009-05A,INV-300906,2239.13
NETSUITE_SIM,R-NET-P009-05B,NET-P009-05B,INV-300906,2736.7200000000003
NETSUITE_SIM,R-NET-P009-07,NET-P009-07,INV-300908,5771.16
NETSUITE_SIM,R-NET-P009-08,NET-P009-08,INV-300909,5027.51
NETSUITE_SIM,R-NET-P010-01,NET-P010-01,INV-301001,3704.93
NETSUITE_SIM,R-NET-P010-02,NET-P010-02,INV-301002,2280.44
NETSUITE_SIM,R-NET-P010-03,NET-P010-03,INV-301003,4495.8
NETSUITE_SIM,R-NET-P010-04,NET-P010-04,INV-301004|INV-301005,9250.35
NETSUITE_SIM,R-NET-P010-05A,NET-P010-05A,INV-301006,2247.0
NETSUITE_SIM,R-NET-P010-05B,NET-P010-05B,INV-301006,2746.33
NETSUITE_SIM,R-NET-P010-07,NET-P010-07,INV-301008,5950.48
NETSUITE_SIM,R-NET-P010-08,NET-P010-08,INV-301009,5628.73
NETSUITE_SIM,R-NET-P011-01,NET-P011-01,INV-301101,3796.48
NETSUITE_SIM,R-NET-P011-02,NET-P011-02,INV-301102,2624.24
NETSUITE_SIM,R-NET-P011-03,NET-P011-03,INV-301103,4317.7
NETSUITE_SIM,R-NET-P011-04,NET-P011-04,INV-301104|INV-301105,8909.25
NETSUITE_SIM,R-NET-P011-05A,NET-P011-05A,INV-301106,2315.4
NETSUITE_SIM,R-NET-P011-05B,NET-P011-05B,INV-301106,2829.94
NETSUITE_SIM,R-NET-P011-07,NET-P011-07,INV-301108,5976.46
NETSUITE_SIM,R-NET-P011-08,NET-P011-08,INV-301109,5154.75
NETSUITE_SIM,R-NET-P012-01,NET-P012-01,INV-301201,4138.47
NETSUITE_SIM,R-NET-P012-02,NET-P012-02,INV-301202,2539.58
NETSUITE_SIM,R-NET-P012-03,NET-P012-03,INV-301203,4207.75
NETSUITE_SIM,R-NET-P012-04,NET-P012-04,INV-301204|INV-301205,9402.130000000001
NETSUITE_SIM,R-NET-P012-05A,NET-P012-05A,INV-301206,2395.43
NETSUITE_SIM,R-NET-P012-05B,NET-P012-05B,INV-301206,2927.7400000000002
NETSUITE_SIM,R-NET-P012-07,NET-P012-07,INV-301208,5791.94
NETSUITE_SIM,R-NET-P012-08,NET-P012-08,INV-301209,5395.66
NETSUITE_SIM,R-NET-P013-01,NET-P013-01,INV-301301,4214.7
NETSUITE_SIM,R-NET-P013-02,NET-P013-02,INV-301302,2563.76
NETSUITE_SIM,R-NET-P013-03,NET-P013-03,INV-301303,4839.87
NETSUITE_SIM,R-NET-P013-04,NET-P013-04,INV-301304|INV-301305,10151.55
NETSUITE_SIM,R-NET-P013-05A,NET-P013-05A,INV-301306,2354.69
NETSUITE_SIM,R-NET-P013-05B,NET-P013-05B,INV-301306,2877.9599999999996
NETSUITE_SIM,R-NET-P013-07,NET-P013-07,INV-301308,5879.3
NETSUITE_SIM,R-NET-P013-08,NET-P013-08,INV-301309,5917.77
NETSUITE_SIM,R-NET-P014-01,NET-P014-01,INV-301401,4203.68
NETSUITE_SIM,R-NET-P014-02,NET-P014-02,INV-301402,2586.49
NETSUITE_SIM,R-NET-P014-03,NET-P014-03,INV-301403,4979.32
NETSUITE_SIM,R-NET-P014-04,NET-P014-04,INV-301404|INV-301405,10168.95
NETSUITE_SIM,R-NET-P014-05A,NET-P014-05A,INV-301406,2487.24
NETSUITE_SIM,R-NET-P014-05B,NET-P014-05B,INV-301406,3039.96
NETSUITE_SIM,R-NET-P014-07,NET-P014-07,INV-301408,6619.15
NETSUITE_SIM,R-NET-P014-08,NET-P014-08,INV-301409,5560.57
NETSUITE_SIM,R-NET-P015-01,NET-P015-01,INV-301501,4443.63
NETSUITE_SIM,R-NET-P015-02,NET-P015-02,INV-301502,2634.31
NETSUITE_SIM,R-NET-P015-03,NET-P015-03,INV-301503,5152.94
NETSUITE_SIM,R-NET-P015-04,NET-P015-04,INV-301504|INV-301505,10585.900000000001
NETSUITE_SIM,R-NET-P015-05A,NET-P015-05A,INV-301506,2453.67
NETSUITE_SIM,R-NET-P015-05B,NET-P015-05B,INV-301506,2998.9300000000003
NETSUITE_SIM,R-NET-P015-07,NET-P015-07,INV-301508,6485.86
NETSUITE_SIM,R-NET-P015-08,NET-P015-08,INV-301509,5966.58
NETSUITE_SIM,R-NET-P016-01,NET-P016-01,INV-301601,4376.45
NETSUITE_SIM,R-NET-P016-02,NET-P016-02,INV-301602,2903.03
NETSUITE_SIM,R-NET-P016-03,NET-P016-03,INV-301603,4756.19
NETSUITE_SIM,R-NET-P016-04,NET-P016-04,INV-301604|INV-301605,10756.96
NETSUITE_SIM,R-NET-P016-05A,NET-P016-05A,INV-301606,2651.8
NETSUITE_SIM,R-NET-P016-05B,NET-P016-05B,INV-301606,3241.0999999999995
NETSUITE_SIM,R-NET-P016-07,NET-P016-07,INV-301608,6741.0
NETSUITE_SIM,R-NET-P016-08,NET-P016-08,INV-301609,6011.54
NETSUITE_SIM,R-NET-P017-01,NET-P017-01,INV-301701,4963.91
NETSUITE_SIM,R-NET-P017-02,NET-P017-02,INV-301702,2772.3
NETSUITE_SIM,R-NET-P017-03,NET-P017-03,INV-301703,5366.37
NETSUITE_SIM,R-NET-P017-04,NET-P017-04,INV-301704|INV-301705,10704.84
NETSUITE_SIM,R-NET-P017-05A,NET-P017-05A,INV-301706,2644.1
NETSUITE_SIM,R-NET-P017-05B,NET-P017-05B,INV-301706,3231.6700000000005
NETSUITE_SIM,R-NET-P017-07,NET-P017-07,INV-301708,6817.65
NETSUITE_SIM,R-NET-P017-08,NET-P017-08,INV-301709,6025.85
NETSUITE_SIM,R-NET-P018-01,NET-P018-01,INV-301801,5098.04
NETSUITE_SIM,R-NET-P018-02,NET-P018-02,INV-301802,3185.95
NETSUITE_SIM,R-NET-P018-03,NET-P018-03,INV-301803,5099.2
NETSUITE_SIM,R-NET-P018-04,NET-P018-04,INV-301804|INV-301805,11126.34
NETSUITE_SIM,R-NET-P018-05A,NET-P018-05A,INV-301806,2787.02
NETSUITE_SIM,R-NET-P018-05B,NET-P018-05B,INV-301806,3406.36
NETSUITE_SIM,R-NET-P018-07,NET-P018-07,INV-301808,6979.08
NETSUITE_SIM,R-NET-P018-08,NET-P018-08,INV-301809,6424.21
