payment_id,customer_id,benchmark_case,payment_amount_usd,matched_invoice_ids,applied_amount_usd,residual_amount_usd,status,match_method,confidence,exception_code,reason,is_duplicate_record,route_code,assigned_team
SAP-P018-07,SAP-C018,CURRENCY_TOLERANCE,6702.13,SAP-I018-08,6092.83,609.3,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P003-03,NET-C003,OVERPAYMENT,3612.74,NET-I003-03,3487.74,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P006-03,NET-C006,OVERPAYMENT,3710.88,NET-I006-03,3585.88,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P011-07,NET-C011,CURRENCY_TOLERANCE,5976.46,NET-I011-08,5433.08,543.38,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P013-07,NET-C013,CURRENCY_TOLERANCE,5879.3,NET-I013-08,5345.69,533.61,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P017-07,NET-C017,CURRENCY_TOLERANCE,6817.65,,0.0,6817.65,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P002-09,ORA-C002,UNMATCHED_CASH,3654.94,,0.0,3654.94,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P004-07,ORA-C004,CURRENCY_TOLERANCE,4466.99,ORA-I004-08,4060.03,406.96,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P007-07,ORA-C007,CURRENCY_TOLERANCE,5505.47,ORA-I007-08,5005.41,500.06,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P011-06,ORA-C011,MISSING_REMITTANCE,4879.29,,0.0,4879.29,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P016-04,ORA-C016,ONE_PAYMENT_MULTI_INVOICE,10146.41,ORA-I016-04,4928.41,5218.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P004-07,SAP-C004,CURRENCY_TOLERANCE,4964.45,SAP-I004-08,4512.2,452.25,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P009-03,SAP-C009,OVERPAYMENT,4111.8,SAP-I009-03,3986.8,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P010-07,SAP-C010,CURRENCY_TOLERANCE,6097.31,SAP-I010-08,5543.86,553.45,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P013-09,SAP-C013,UNMATCHED_CASH,4959.46,,0.0,4959.46,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P013-03,NET-C013,OVERPAYMENT,4839.87,NET-I013-03,4714.87,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P017-03,NET-C017,OVERPAYMENT,5366.37,NET-I017-03,5241.37,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P009-01-DUP,ORA-C009,DUPLICATE_PAYMENT,3458.43,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P015-09,ORA-C015,UNMATCHED_CASH,5441.98,,0.0,5441.98,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P016-03,ORA-C016,OVERPAYMENT,5306.12,ORA-I016-03,5181.12,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P003-01-DUP,SAP-C003,DUPLICATE_PAYMENT,3114.67,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
SAP-P008-06,SAP-C008,MISSING_REMITTANCE,4744.79,,0.0,4744.79,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P008-09,SAP-C008,UNMATCHED_CASH,4500.69,,0.0,4500.69,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P009-09,SAP-C009,UNMATCHED_CASH,4677.45,,0.0,4677.45,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P004-06,NET-C004,MISSING_REMITTANCE,3833.98,,0.0,3833.98,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P005-03,NET-C005,OVERPAYMENT,3846.11,NET-I005-03,3721.11,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P007-07,NET-C007,CURRENCY_TOLERANCE,5106.22,NET-I007-08,4642.42,463.8,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P008-06,NET-C008,MISSING_REMITTANCE,4539.4,,0.0,4539.4,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P009-05B,NET-C009,MULTI_PAYMENT_ONE_INVOICE,2736.72,NET-I009-06,9.17,2727.55,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P014-03,NET-C014,OVERPAYMENT,4979.32,NET-I014-03,4854.32,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P015-01-DUP,NET-C015,DUPLICATE_PAYMENT,4443.63,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P002-03,ORA-C002,OVERPAYMENT,3316.51,ORA-I002-03,3191.51,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P003-01-DUP,ORA-C003,DUPLICATE_PAYMENT,2624.26,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P004-09,ORA-C004,UNMATCHED_CASH,3802.06,,0.0,3802.06,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P006-01-DUP,ORA-C006,DUPLICATE_PAYMENT,3399.23,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P008-06,ORA-C008,MISSING_REMITTANCE,4672.86,,0.0,4672.86,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P012-09,ORA-C012,UNMATCHED_CASH,5093.57,,0.0,5093.57,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P013-06,ORA-C013,MISSING_REMITTANCE,5540.72,,0.0,5540.72,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P016-06,ORA-C016,MISSING_REMITTANCE,5706.17,,0.0,5706.17,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P017-03,ORA-C017,OVERPAYMENT,5009.42,ORA-I017-03,4884.42,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P002-09,SAP-C002,UNMATCHED_CASH,3607.97,,0.0,3607.97,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P003-03,SAP-C003,OVERPAYMENT,3448.23,SAP-I003-03,3323.23,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P003-09,SAP-C003,UNMATCHED_CASH,3709.97,,0.0,3709.97,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P006-01-DUP,SAP-C006,DUPLICATE_PAYMENT,3006.53,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
SAP-P011-07,SAP-C011,CURRENCY_TOLERANCE,6205.98,SAP-I011-08,5642.14,563.84,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P014-03,SAP-C014,OVERPAYMENT,5040.59,SAP-I014-03,4915.59,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P004-09,NET-C004,UNMATCHED_CASH,4172.55,,0.0,4172.55,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P013-09,NET-C013,UNMATCHED_CASH,4816.29,,0.0,4816.29,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P014-07,NET-C014,CURRENCY_TOLERANCE,6619.15,NET-I014-08,6016.98,602.17,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P006-03,ORA-C006,OVERPAYMENT,3394.76,ORA-I006-03,3269.76,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P014-09,ORA-C014,UNMATCHED_CASH,5205.16,,0.0,5205.16,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P015-01-DUP,ORA-C015,DUPLICATE_PAYMENT,4410.0,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P018-07,ORA-C018,CURRENCY_TOLERANCE,7222.82,ORA-I018-08,6566.26,656.56,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P004-09,SAP-C004,UNMATCHED_CASH,4136.4,,0.0,4136.4,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P005-06,SAP-C005,MISSING_REMITTANCE,4002.55,,0.0,4002.55,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P005-07,SAP-C005,CURRENCY_TOLERANCE,5320.52,SAP-I005-08,4835.86,484.66,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P012-01-DUP,SAP-C012,DUPLICATE_PAYMENT,4260.05,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
SAP-P012-07,SAP-C012,CURRENCY_TOLERANCE,5675.13,SAP-I012-08,5158.78,516.35,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P017-09,SAP-C017,UNMATCHED_CASH,5613.56,,0.0,5613.56,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P009-09,NET-C009,UNMATCHED_CASH,4599.77,,0.0,4599.77,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P014-06,NET-C014,MISSING_REMITTANCE,5773.86,,0.0,5773.86,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P014-09,NET-C014,UNMATCHED_CASH,5332.82,,0.0,5332.82,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P016-03,NET-C016,OVERPAYMENT,4756.19,NET-I016-03,4631.19,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P018-06,NET-C018,MISSING_REMITTANCE,6347.67,,0.0,6347.67,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P002-07,ORA-C002,CURRENCY_TOLERANCE,4527.3,ORA-I002-08,4114.76,412.54,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P003-06,ORA-C003,MISSING_REMITTANCE,4348.92,,0.0,4348.92,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P005-09,ORA-C005,UNMATCHED_CASH,4291.43,,0.0,4291.43,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P010-03,ORA-C010,OVERPAYMENT,4423.61,ORA-I010-03,4298.61,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P011-09,ORA-C011,UNMATCHED_CASH,4898.66,,0.0,4898.66,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P014-03,ORA-C014,OVERPAYMENT,4710.52,ORA-I014-03,4585.52,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P015-07,ORA-C015,CURRENCY_TOLERANCE,6529.41,ORA-I015-08,5936.63,592.78,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P002-07,SAP-C002,CURRENCY_TOLERANCE,4313.96,SAP-I002-08,3921.53,392.43,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P005-03,SAP-C005,OVERPAYMENT,3469.91,SAP-I005-03,3344.91,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P007-06,SAP-C007,MISSING_REMITTANCE,4546.19,,0.0,4546.19,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P013-07,SAP-C013,CURRENCY_TOLERANCE,6372.69,SAP-I013-08,5792.69,580.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P002-05A,NET-C002,MULTI_PAYMENT_ONE_INVOICE,1789.55,,0.0,1789.55,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P006-01-DUP,NET-C006,DUPLICATE_PAYMENT,3275.16,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
NET-P008-07,NET-C008,CURRENCY_TOLERANCE,5433.52,NET-I008-08,4939.05,494.47,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P008-09,NET-C008,UNMATCHED_CASH,4378.67,,0.0,4378.67,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P009-05A,NET-C009,MULTI_PAYMENT_ONE_INVOICE,2239.13,,0.0,2239.13,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
NET-P012-09,NET-C012,UNMATCHED_CASH,4612.77,,0.0,4612.77,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P007-03,ORA-C007,OVERPAYMENT,3536.63,ORA-I007-03,3411.63,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P009-03,ORA-C009,OVERPAYMENT,4130.29,ORA-I009-03,4005.29,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P010-09,ORA-C010,UNMATCHED_CASH,4734.78,,0.0,4734.78,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
ORA-P016-07,ORA-C016,CURRENCY_TOLERANCE,6529.87,ORA-I016-08,5935.78,594.09,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P014-09,SAP-C014,UNMATCHED_CASH,5069.44,,0.0,5069.44,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P015-03,SAP-C015,OVERPAYMENT,4925.14,SAP-I015-03,4800.14,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P015-06,SAP-C015,MISSING_REMITTANCE,5526.12,,0.0,5526.12,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P017-06,SAP-C017,MISSING_REMITTANCE,6132.41,,0.0,6132.41,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P007-09,NET-C007,UNMATCHED_CASH,4057.09,,0.0,4057.09,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P012-03,NET-C012,OVERPAYMENT,4207.75,NET-I012-03,4082.75,125.0,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P012-01-DUP,ORA-C012,DUPLICATE_PAYMENT,3796.74,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
ORA-P013-07,ORA-C013,CURRENCY_TOLERANCE,6530.05,ORA-I013-08,5936.29,593.76,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
ORA-P018-06,ORA-C018,MISSING_REMITTANCE,6311.0,,0.0,6311.0,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P009-06,SAP-C009,MISSING_REMITTANCE,5126.6,,0.0,5126.6,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
SAP-P014-07,SAP-C014,CURRENCY_TOLERANCE,6390.01,SAP-I014-08,5808.97,581.04,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
SAP-P018-01-DUP,SAP-C018,DUPLICATE_PAYMENT,4901.12,,0.0,0.0,MANUAL_REVIEW,DUPLICATE_DETECTED,0.0,DUPLICATE_PAYMENT,Repeated bank transaction identifier,True,DUPLICATE_PAYMENT,Cash Application Data Steward
NET-P002-06,NET-C002,MISSING_REMITTANCE,3704.22,,0.0,3704.22,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P006-06,NET-C006,MISSING_REMITTANCE,4210.83,,0.0,4210.83,MANUAL_REVIEW,UNMATCHED,0.0,UNMATCHED_CASH,No deterministic match found,False,UNMATCHED_CASH,Cash Application Analyst
NET-P006-07,NET-C006,CURRENCY_TOLERANCE,4792.99,NET-I006-08,4357.53,435.46,AUTO_APPLIED_WITH_RESIDUAL,OVERPAYMENT_APPLY,0.99,OVERPAYMENT_RESIDUAL,Invoice cleared; residual retained as unapplied customer credit,False,OVERPAYMENT_RESIDUAL,Customer Credit Analyst
