invoice_id,invoice_number,customer_id,customer_name,open_balance_usd,days_past_due,broken_promise,active_deduction,credit_risk,priority_score,priority,route_to
NET-I003-12,INV-300312,NET-C003,Synthetic Customer 3-003,5082.21,0,False,False,HIGH,30.4,MEDIUM,Collections Specialist
SAP-I003-12,INV-100312,SAP-C003,Synthetic Customer 1-003,5064.2,0,False,False,HIGH,30.4,MEDIUM,Collections Specialist
SAP-I009-12,INV-100912,SAP-C009,Synthetic Customer 1-009,6022.78,0,False,False,MEDIUM,30.2,MEDIUM,Collections Specialist
SAP-I015-10,INV-101510,SAP-C015,Synthetic Customer 1-015,6019.24,0,False,False,MEDIUM,30.2,MEDIUM,Collections Specialist
NET-I008-12,INV-300812,NET-C008,Synthetic Customer 3-008,6013.12,0,False,False,MEDIUM,30.2,MEDIUM,Collections Specialist
SAP-I006-02,INV-100602,SAP-C006,Synthetic Customer 1-006,1312.26,51,False,False,HIGH,30.2,MEDIUM,Collections Specialist
ORA-I001-02,INV-200102,ORA-C001,Synthetic Customer 2-001,1080.6,68,False,False,MEDIUM,30.2,MEDIUM,Collections Specialist
ORA-I002-02,INV-200202,ORA-C002,Synthetic Customer 2-002,1209.83,66,False,False,MEDIUM,30.1,MEDIUM,Collections Specialist
SAP-I013-10,INV-101310,SAP-C013,Synthetic Customer 1-013,5975.25,0,False,False,MEDIUM,30.0,MEDIUM,Collections Specialist
ORA-I003-12,INV-200312,ORA-C003,Synthetic Customer 2-003,4977.0,0,False,False,HIGH,30.0,MEDIUM,Collections Specialist
SAP-I011-12,INV-101112,SAP-C011,Synthetic Customer 1-011,5950.44,0,False,False,MEDIUM,29.9,LOW,Collections Specialist
ORA-I007-12,INV-200712,ORA-C007,Synthetic Customer 2-007,5915.28,0,False,False,MEDIUM,29.8,LOW,Collections Specialist
NET-I011-12,INV-301112,NET-C011,Synthetic Customer 3-011,5911.33,0,False,False,MEDIUM,29.8,LOW,Collections Specialist
NET-I003-10,INV-300310,NET-C003,Synthetic Customer 3-003,4920.72,0,False,False,HIGH,29.8,LOW,Collections Specialist
SAP-I003-07,INV-100307,SAP-C003,Synthetic Customer 1-003,4262.96,9,False,False,HIGH,29.8,LOW,Collections Specialist
NET-I016-02,INV-301602,NET-C016,Synthetic Customer 3-016,1935.36,55,False,False,MEDIUM,29.8,LOW,Collections Specialist
ORA-I016-02,INV-201602,ORA-C016,Synthetic Customer 2-016,1847.63,56,False,False,MEDIUM,29.8,LOW,Collections Specialist
NET-I012-02,INV-301202,NET-C012,Synthetic Customer 3-012,1693.06,72,False,False,LOW,29.8,LOW,Collections Specialist
ORA-I011-10,INV-201110,ORA-C011,Synthetic Customer 2-011,5902.0,0,False,False,MEDIUM,29.7,LOW,Collections Specialist
NET-I007-12,INV-300712,NET-C007,Synthetic Customer 3-007,5898.28,0,False,False,MEDIUM,29.7,LOW,Collections Specialist
ORA-I011-12,INV-201112,ORA-C011,Synthetic Customer 2-011,5892.08,0,False,False,MEDIUM,29.7,LOW,Collections Specialist
NET-I005-07,INV-300507,NET-C005,Synthetic Customer 3-005,4386.18,7,False,False,HIGH,29.7,LOW,Collections Specialist
NET-I010-12,INV-301012,NET-C010,Synthetic Customer 3-010,5836.09,0,False,False,MEDIUM,29.5,LOW,Collections Specialist
ORA-I006-12,INV-200612,ORA-C006,Synthetic Customer 2-006,5823.12,0,False,False,MEDIUM,29.4,LOW,Collections Specialist
ORA-I010-12,INV-201012,ORA-C010,Synthetic Customer 2-010,5813.15,0,False,False,MEDIUM,29.4,LOW,Collections Specialist
SAP-I015-02,INV-101502,SAP-C015,Synthetic Customer 1-015,1830.29,55,False,False,MEDIUM,29.4,LOW,Collections Specialist
SAP-I010-10,INV-101010,SAP-C010,Synthetic Customer 1-010,5773.97,0,False,False,MEDIUM,29.2,LOW,Collections Specialist
ORA-I006-10,INV-200610,ORA-C006,Synthetic Customer 2-006,4879.37,12,False,False,MEDIUM,29.1,LOW,Collections Specialist
SAP-I005-10,INV-100510,SAP-C005,Synthetic Customer 1-005,4643.45,15,False,False,MEDIUM,29.1,LOW,Collections Specialist
NET-I002-12,INV-300212,NET-C002,Synthetic Customer 3-002,4726.32,0,False,False,HIGH,29.0,LOW,Collections Specialist
ORA-I001-07,INV-200107,ORA-C001,Synthetic Customer 2-001,3971.5,24,False,False,MEDIUM,29.0,LOW,Collections Specialist
ORA-I014-02,INV-201402,ORA-C014,Synthetic Customer 2-014,1884.78,53,False,False,MEDIUM,29.0,LOW,Collections Specialist
NET-I007-07,INV-300707,NET-C007,Synthetic Customer 3-007,4788.29,12,False,False,MEDIUM,28.8,LOW,Collections Specialist
ORA-I003-10,INV-200310,ORA-C003,Synthetic Customer 2-003,4669.83,0,False,False,HIGH,28.8,LOW,Collections Specialist
NET-I012-12,INV-301212,NET-C012,Synthetic Customer 3-012,6645.94,0,False,False,LOW,28.7,LOW,Collections Specialist
SAP-I009-10,INV-100910,SAP-C009,Synthetic Customer 1-009,5635.48,0,False,False,MEDIUM,28.7,LOW,Collections Specialist
ORA-I007-07,INV-200707,ORA-C007,Synthetic Customer 2-007,4718.53,12,False,False,MEDIUM,28.5,LOW,Collections Specialist
ORA-I004-12,INV-200412,ORA-C004,Synthetic Customer 2-004,5579.24,0,False,False,MEDIUM,28.4,LOW,Collections Specialist
ORA-I013-02,INV-201302,ORA-C013,Synthetic Customer 2-013,1872.44,51,False,False,MEDIUM,28.4,LOW,Collections Specialist
ORA-I012-02,INV-201202,ORA-C012,Synthetic Customer 2-012,1703.86,53,False,False,MEDIUM,28.3,LOW,Collections Specialist
NET-I014-02,INV-301402,NET-C014,Synthetic Customer 3-014,1724.33,52,False,False,MEDIUM,28.1,LOW,Collections Specialist
SAP-I003-10,INV-100310,SAP-C003,Synthetic Customer 1-003,4469.84,0,False,False,HIGH,28.0,LOW,Collections Specialist
SAP-I002-10,INV-100210,SAP-C002,Synthetic Customer 1-002,4346.95,15,False,False,MEDIUM,27.9,LOW,Collections Specialist
ORA-I005-07,INV-200507,ORA-C005,Synthetic Customer 2-005,4634.63,24,False,False,LOW,27.6,LOW,Collections Specialist
ORA-I007-02,INV-200702,ORA-C007,Synthetic Customer 2-007,1394.18,54,False,False,MEDIUM,27.4,LOW,Collections Specialist
ORA-I004-10,INV-200410,ORA-C004,Synthetic Customer 2-004,4580.79,10,False,False,MEDIUM,27.3,LOW,Collections Specialist
NET-I007-02,INV-300702,NET-C007,Synthetic Customer 3-007,1536.06,52,False,False,MEDIUM,27.3,LOW,Collections Specialist
ORA-I007-10,INV-200710,ORA-C007,Synthetic Customer 2-007,5214.02,0,False,False,MEDIUM,27.0,LOW,Collections Specialist
ORA-I002-12,INV-200212,ORA-C002,Synthetic Customer 2-002,5169.42,0,False,False,MEDIUM,26.8,LOW,Collections Specialist
SAP-I001-02,INV-100102,SAP-C001,Synthetic Customer 1-001,972.3,71,False,False,LOW,26.6,LOW,Collections Specialist
SAP-I005-12,INV-100512,SAP-C005,Synthetic Customer 1-005,5106.87,0,False,False,MEDIUM,26.5,LOW,Collections Specialist
SAP-I002-12,INV-100212,SAP-C002,Synthetic Customer 1-002,5050.98,0,False,False,MEDIUM,26.3,LOW,Collections Specialist
ORA-I005-02,INV-200502,ORA-C005,Synthetic Customer 2-005,1253.78,66,False,False,LOW,26.3,LOW,Collections Specialist
NET-I001-10,INV-300110,NET-C001,Synthetic Customer 3-001,4151.61,11,False,False,MEDIUM,25.9,LOW,Collections Specialist
NET-I007-10,INV-300710,NET-C007,Synthetic Customer 3-007,4888.06,0,False,False,MEDIUM,25.7,LOW,Collections Specialist
ORA-I008-10,INV-200810,ORA-C008,Synthetic Customer 2-008,5192.92,9,False,False,LOW,25.5,LOW,Collections Specialist
ORA-I008-12,INV-200812,ORA-C008,Synthetic Customer 2-008,5826.96,0,False,False,LOW,25.4,LOW,Collections Specialist
NET-I001-12,INV-300112,NET-C001,Synthetic Customer 3-001,4817.8,0,False,False,MEDIUM,25.4,LOW,Collections Specialist
NET-I004-10,INV-300410,NET-C004,Synthetic Customer 3-004,5027.17,10,False,False,LOW,25.1,LOW,Collections Specialist
ORA-I001-10,INV-200110,ORA-C001,Synthetic Customer 2-001,4731.31,0,False,False,MEDIUM,25.0,LOW,Collections Specialist
ORA-I005-12,INV-200512,ORA-C005,Synthetic Customer 2-005,5687.71,0,False,False,LOW,24.9,LOW,Collections Specialist
ORA-I001-12,INV-200112,ORA-C001,Synthetic Customer 2-001,4618.95,0,False,False,MEDIUM,24.6,LOW,Collections Specialist
SAP-I001-07,INV-100107,SAP-C001,Synthetic Customer 1-001,3775.84,25,False,False,LOW,24.5,LOW,Collections Specialist
NET-I004-12,INV-300412,NET-C004,Synthetic Customer 3-004,5579.79,0,False,False,LOW,24.4,LOW,Collections Specialist
NET-I012-10,INV-301210,NET-C012,Synthetic Customer 3-012,5557.55,0,False,False,LOW,24.4,LOW,Collections Specialist
SAP-I007-12,INV-100712,SAP-C007,Synthetic Customer 1-007,5456.47,0,False,False,LOW,23.9,LOW,Collections Specialist
SAP-I007-10,INV-100710,SAP-C007,Synthetic Customer 1-007,5454.22,0,False,False,LOW,23.9,LOW,Collections Specialist
SAP-I007-07,INV-100707,SAP-C007,Synthetic Customer 1-007,5000.81,6,False,False,LOW,23.9,LOW,Collections Specialist
SAP-I007-02,INV-100702,SAP-C007,Synthetic Customer 1-007,1303.0,57,False,False,LOW,23.9,LOW,Collections Specialist
ORA-I002-10,INV-200210,ORA-C002,Synthetic Customer 2-002,4403.54,0,False,False,MEDIUM,23.7,LOW,Collections Specialist
ORA-I005-10,INV-200510,ORA-C005,Synthetic Customer 2-005,5170.4,0,False,False,LOW,22.8,LOW,Collections Specialist
SAP-I017-09,INV-101709,SAP-C017,Synthetic Customer 1-017,100.0,24,False,True,HIGH,22.4,LOW,Collections Specialist
SAP-I001-12,INV-100112,SAP-C001,Synthetic Customer 1-001,5000.17,0,False,False,LOW,22.1,LOW,Collections Specialist
NET-I002-09,INV-300209,NET-C002,Synthetic Customer 3-002,100.0,22,False,True,HIGH,21.8,LOW,Collections Specialist
NET-I006-09,INV-300609,NET-C006,Synthetic Customer 3-006,100.0,19,False,True,HIGH,20.9,LOW,Collections Specialist
SAP-I004-09,INV-100409,SAP-C004,Synthetic Customer 1-004,100.0,18,False,True,HIGH,20.7,LOW,Collections Specialist
NET-I009-09,INV-300909,NET-C009,Synthetic Customer 3-009,100.0,18,False,True,HIGH,20.7,LOW,Collections Specialist
SAP-I001-10,INV-100110,SAP-C001,Synthetic Customer 1-001,4361.45,0,False,False,LOW,19.5,LOW,Collections Specialist
SAP-I011-09,INV-101109,SAP-C011,Synthetic Customer 1-011,100.0,24,False,True,MEDIUM,18.4,LOW,Collections Specialist
SAP-I014-09,INV-101409,SAP-C014,Synthetic Customer 1-014,100.0,23,False,True,MEDIUM,18.1,LOW,Collections Specialist
NET-I008-09,INV-300809,NET-C008,Synthetic Customer 3-008,100.0,23,False,True,MEDIUM,18.1,LOW,Collections Specialist
NET-I010-09,INV-301009,NET-C010,Synthetic Customer 3-010,100.0,23,False,True,MEDIUM,18.1,LOW,Collections Specialist
NET-I011-09,INV-301109,NET-C011,Synthetic Customer 3-011,100.0,23,False,True,MEDIUM,18.1,LOW,Collections Specialist
NET-I003-09,INV-300309,NET-C003,Synthetic Customer 3-003,100.0,9,False,True,HIGH,18.0,LOW,Collections Specialist
ORA-I015-09,INV-201509,ORA-C015,Synthetic Customer 2-015,100.0,21,False,True,MEDIUM,17.5,LOW,Collections Specialist
NET-I001-09,INV-300109,NET-C001,Synthetic Customer 3-001,100.0,21,False,True,MEDIUM,17.5,LOW,Collections Specialist
SAP-I012-09,INV-101209,SAP-C012,Synthetic Customer 1-012,100.0,7,False,True,HIGH,17.4,LOW,Collections Specialist
SAP-I002-09,INV-100209,SAP-C002,Synthetic Customer 1-002,100.0,20,False,True,MEDIUM,17.2,LOW,Collections Specialist
ORA-I004-09,INV-200409,ORA-C004,Synthetic Customer 2-004,100.0,20,False,True,MEDIUM,17.2,LOW,Collections Specialist
ORA-I017-09,INV-201709,ORA-C017,Synthetic Customer 2-017,100.0,20,False,True,MEDIUM,17.2,LOW,Collections Specialist
ORA-I003-09,INV-200309,ORA-C003,Synthetic Customer 2-003,100.0,5,False,True,HIGH,16.9,LOW,Collections Specialist
ORA-I009-09,INV-200909,ORA-C009,Synthetic Customer 2-009,100.0,5,False,True,HIGH,16.9,LOW,Collections Specialist
NET-I017-09,INV-301709,NET-C017,Synthetic Customer 3-017,100.0,19,False,True,MEDIUM,16.9,LOW,Collections Specialist
SAP-I005-09,INV-100509,SAP-C005,Synthetic Customer 1-005,100.0,18,False,True,MEDIUM,16.7,LOW,Collections Specialist
ORA-I006-09,INV-200609,ORA-C006,Synthetic Customer 2-006,100.0,18,False,True,MEDIUM,16.7,LOW,Collections Specialist
ORA-I010-09,INV-201009,ORA-C010,Synthetic Customer 2-010,100.0,18,False,True,MEDIUM,16.7,LOW,Collections Specialist
SAP-I003-09,INV-100309,SAP-C003,Synthetic Customer 1-003,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
SAP-I006-09,INV-100609,SAP-C006,Synthetic Customer 1-006,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
SAP-I008-09,INV-100809,SAP-C008,Synthetic Customer 1-008,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
SAP-I016-09,INV-101609,SAP-C016,Synthetic Customer 1-016,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
NET-I005-09,INV-300509,NET-C005,Synthetic Customer 3-005,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
NET-I013-09,INV-301309,NET-C013,Synthetic Customer 3-013,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
NET-I015-09,INV-301509,NET-C015,Synthetic Customer 3-015,100.0,0,False,True,HIGH,15.4,LOW,Collections Specialist
ORA-I002-09,INV-200209,ORA-C002,Synthetic Customer 2-002,100.0,9,False,True,MEDIUM,14.0,LOW,Collections Specialist
ORA-I008-09,INV-200809,ORA-C008,Synthetic Customer 2-008,100.0,22,False,True,LOW,13.8,LOW,Collections Specialist
NET-I004-09,INV-300409,NET-C004,Synthetic Customer 3-004,100.0,22,False,True,LOW,13.8,LOW,Collections Specialist
SAP-I018-09,INV-101809,SAP-C018,Synthetic Customer 1-018,100.0,7,False,True,MEDIUM,13.4,LOW,Collections Specialist
ORA-I011-09,INV-201109,ORA-C011,Synthetic Customer 2-011,100.0,7,False,True,MEDIUM,13.4,LOW,Collections Specialist
ORA-I001-09,INV-200109,ORA-C001,Synthetic Customer 2-001,100.0,5,False,True,MEDIUM,12.9,LOW,Collections Specialist
NET-I018-09,INV-301809,NET-C018,Synthetic Customer 3-018,100.0,19,False,True,LOW,12.9,LOW,Collections Specialist
SAP-I009-09,INV-100909,SAP-C009,Synthetic Customer 1-009,100.0,4,False,True,MEDIUM,12.6,LOW,Collections Specialist
SAP-I010-09,INV-101009,SAP-C010,Synthetic Customer 1-010,100.0,4,False,True,MEDIUM,12.6,LOW,Collections Specialist
SAP-I013-09,INV-101309,SAP-C013,Synthetic Customer 1-013,100.0,4,False,True,MEDIUM,12.6,LOW,Collections Specialist
SAP-I015-09,INV-101509,SAP-C015,Synthetic Customer 1-015,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I007-09,INV-200709,ORA-C007,Synthetic Customer 2-007,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I012-09,INV-201209,ORA-C012,Synthetic Customer 2-012,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I013-09,INV-201309,ORA-C013,Synthetic Customer 2-013,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I014-09,INV-201409,ORA-C014,Synthetic Customer 2-014,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I016-09,INV-201609,ORA-C016,Synthetic Customer 2-016,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
ORA-I018-09,INV-201809,ORA-C018,Synthetic Customer 2-018,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
NET-I007-09,INV-300709,NET-C007,Synthetic Customer 3-007,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
NET-I014-09,INV-301409,NET-C014,Synthetic Customer 3-014,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
NET-I016-09,INV-301609,NET-C016,Synthetic Customer 3-016,100.0,0,False,True,MEDIUM,11.4,LOW,Collections Specialist
SAP-I001-09,INV-100109,SAP-C001,Synthetic Customer 1-001,100.0,8,False,True,LOW,9.7,LOW,Collections Specialist
NET-I012-09,INV-301209,NET-C012,Synthetic Customer 3-012,100.0,7,False,True,LOW,9.4,LOW,Collections Specialist
ORA-I005-09,INV-200509,ORA-C005,Synthetic Customer 2-005,100.0,5,False,True,LOW,8.9,LOW,Collections Specialist
SAP-I007-09,INV-100709,SAP-C007,Synthetic Customer 1-007,100.0,0,False,True,LOW,7.4,LOW,Collections Specialist
