payment_id,invoice_id,applied_amount_usd,method
ORA-P001-05A,ORA-I001-06,1600.82,PARTIAL_REFERENCE
ORA-P007-03,ORA-I007-03,3411.63,OVERPAYMENT_APPLY
ORA-P009-03,ORA-I009-03,4005.29,OVERPAYMENT_APPLY
ORA-P016-07,ORA-I016-08,5935.78,OVERPAYMENT_APPLY
SAP-P001-05A,SAP-I001-06,1514.64,REFERENCE
SAP-P003-02,SAP-I003-02,1868.83,PARTIAL_REFERENCE
SAP-P009-05A,SAP-I009-06,2018.09,REFERENCE
SAP-P009-08,SAP-I009-09,5138.73,DEDUCTION_SUPPORTED_SHORT_PAY
SAP-P010-01,SAP-I010-01,3862.25,REFERENCE
SAP-P010-05B,SAP-I010-06,2456.77,REFERENCE
SAP-P015-03,SAP-I015-03,4800.14,OVERPAYMENT_APPLY
SAP-P015-04,SAP-I015-04,5219.56,ONE_TO_MANY_REMITTANCE
SAP-P015-04,SAP-I015-05,5225.05,ONE_TO_MANY_REMITTANCE
SAP-P016-08,SAP-I016-09,6084.31,DEDUCTION_SUPPORTED_SHORT_PAY
NET-P001-04,NET-I001-04,3393.09,ONE_TO_MANY_REMITTANCE
NET-P001-04,NET-I001-05,3306.75,ONE_TO_MANY_REMITTANCE
NET-P003-05B,NET-I003-06,2248.38,REFERENCE
NET-P006-08,NET-I006-09,4528.02,DEDUCTION_SUPPORTED_SHORT_PAY
NET-P007-02,NET-I007-02,2304.09,PARTIAL_REFERENCE
NET-P010-05A,NET-I010-06,2247.0,REFERENCE
NET-P011-08,NET-I011-09,5154.75,DEDUCTION_SUPPORTED_SHORT_PAY
NET-P012-03,NET-I012-03,4082.75,OVERPAYMENT_APPLY
NET-P015-05A,NET-I015-06,2453.67,REFERENCE
NET-P016-04,NET-I016-04,5335.06,ONE_TO_MANY_REMITTANCE
NET-P016-04,NET-I016-05,5421.9,ONE_TO_MANY_REMITTANCE
ORA-P001-04,ORA-I001-04,3112.39,ONE_TO_MANY_REMITTANCE
ORA-P001-04,ORA-I001-05,3430.34,ONE_TO_MANY_REMITTANCE
ORA-P005-04,ORA-I005-04,3461.58,ONE_TO_MANY_REMITTANCE
ORA-P005-04,ORA-I005-05,4130.19,ONE_TO_MANY_REMITTANCE
ORA-P008-05A,ORA-I008-06,2068.51,PARTIAL_REFERENCE
ORA-P010-08,ORA-I010-09,5461.46,DEDUCTION_SUPPORTED_SHORT_PAY
ORA-P011-01,ORA-I011-01,3617.1,REFERENCE
ORA-P012-01,ORA-I012-01,3796.74,REFERENCE
ORA-P013-07,ORA-I013-08,5936.29,OVERPAYMENT_APPLY
ORA-P014-08,ORA-I014-09,5742.99,DEDUCTION_SUPPORTED_SHORT_PAY
ORA-P015-02,ORA-I015-02,2633.12,PARTIAL_REFERENCE
ORA-P018-05A,ORA-I018-06,2576.68,REFERENCE
SAP-P001-08,SAP-I001-09,4117.46,DEDUCTION_SUPPORTED_SHORT_PAY
SAP-P006-05A,SAP-I006-06,1821.72,PARTIAL_REFERENCE
SAP-P006-05B,SAP-I006-06,2226.54,REFERENCE
SAP-P009-04,SAP-I009-04,4574.27,ONE_TO_MANY_REMITTANCE
SAP-P009-04,SAP-I009-05,4464.34,ONE_TO_MANY_REMITTANCE
SAP-P011-01,SAP-I011-01,3589.96,REFERENCE
SAP-P014-01,SAP-I014-01,4595.4,REFERENCE
SAP-P014-07,SAP-I014-08,5808.97,OVERPAYMENT_APPLY
SAP-P017-08,SAP-I017-09,5985.33,DEDUCTION_SUPPORTED_SHORT_PAY
SAP-P018-01,SAP-I018-01,4901.12,REFERENCE
NET-P002-01,NET-I002-01,2617.96,REFERENCE
NET-P006-07,NET-I006-08,4357.53,OVERPAYMENT_APPLY
NET-P007-05A,NET-I007-06,1889.89,PARTIAL_REFERENCE
NET-P008-01,NET-I008-01,3244.78,REFERENCE
NET-P008-04,NET-I008-04,3873.95,ONE_TO_MANY_REMITTANCE
NET-P008-04,NET-I008-05,4141.81,ONE_TO_MANY_REMITTANCE
NET-P009-07,NET-I009-08,5245.92,OVERPAYMENT_APPLY
NET-P010-03,NET-I010-03,4370.8,OVERPAYMENT_APPLY
NET-P011-01,NET-I011-01,3796.48,REFERENCE
NET-P013-08,NET-I013-09,5917.77,DEDUCTION_SUPPORTED_SHORT_PAY
ORA-P005-07,ORA-I005-08,4258.69,OVERPAYMENT_APPLY
ORA-P008-05B,ORA-I008-06,2528.17,REFERENCE
ORA-P008-07,ORA-I008-08,4923.97,OVERPAYMENT_APPLY
ORA-P009-04,ORA-I009-04,4518.22,ONE_TO_MANY_REMITTANCE
ORA-P009-04,ORA-I009-05,4757.59,ONE_TO_MANY_REMITTANCE
ORA-P013-01,ORA-I013-01,4153.99,REFERENCE
ORA-P014-02,ORA-I014-02,2827.17,PARTIAL_REFERENCE
ORA-P014-05B,ORA-I014-06,2981.41,REFERENCE
ORA-P015-05B,ORA-I015-06,2922.63,REFERENCE
ORA-P017-02,ORA-I017-02,2980.21,PARTIAL_REFERENCE
SAP-P008-03,SAP-I008-03,4044.02,OVERPAYMENT_APPLY
SAP-P013-08,SAP-I013-09,5810.86,DEDUCTION_SUPPORTED_SHORT_PAY
SAP-P015-02,SAP-I015-02,2745.43,PARTIAL_REFERENCE
SAP-P015-07,SAP-I015-08,5907.91,OVERPAYMENT_APPLY
SAP-P017-01,SAP-I017-01,4789.92,REFERENCE
NET-P001-05B,NET-I001-06,2090.14,REFERENCE
NET-P004-05A,NET-I004-06,1868.92,REFERENCE
NET-P005-05B,NET-I005-06,2217.78,REFERENCE
NET-P006-02,NET-I006-02,2122.65,PARTIAL_REFERENCE
NET-P013-05A,NET-I013-06,2354.69,REFERENCE
NET-P015-03,NET-I015-03,5027.94,OVERPAYMENT_APPLY
NET-P016-07,NET-I016-08,6127.72,OVERPAYMENT_APPLY
NET-P018-01,NET-I018-01,5098.04,REFERENCE
ORA-P002-05B,ORA-I002-06,1916.6,REFERENCE
ORA-P006-04,ORA-I006-04,3479.01,ONE_TO_MANY_REMITTANCE
ORA-P006-04,ORA-I006-05,3788.09,ONE_TO_MANY_REMITTANCE
ORA-P006-05B,ORA-I006-06,2295.69,REFERENCE
ORA-P010-07,ORA-I010-08,5042.77,OVERPAYMENT_APPLY
SAP-P007-05B,SAP-I007-06,2550.43,REFERENCE
SAP-P008-02,SAP-I008-02,2397.66,PARTIAL_REFERENCE
SAP-P010-03,SAP-I010-03,3978.78,OVERPAYMENT_APPLY
SAP-P011-03,SAP-I011-03,4224.46,OVERPAYMENT_APPLY
SAP-P012-03,SAP-I012-03,4433.58,OVERPAYMENT_APPLY
SAP-P017-02,SAP-I017-02,3094.68,PARTIAL_REFERENCE
SAP-P018-02,SAP-I018-02,3114.51,PARTIAL_REFERENCE
NET-P002-07,NET-I002-08,4157.66,OVERPAYMENT_APPLY
NET-P007-05B,NET-I007-06,2309.86,REFERENCE
NET-P008-05A,NET-I008-06,2171.82,REFERENCE
NET-P009-01,NET-I009-01,3491.95,REFERENCE
NET-P011-03,NET-I011-03,4192.7,OVERPAYMENT_APPLY
NET-P016-05A,NET-I016-06,2651.8,PARTIAL_REFERENCE
NET-P016-05B,NET-I016-06,3241.1,REFERENCE
ORA-P001-05B,ORA-I001-06,1956.56,REFERENCE
ORA-P003-05B,ORA-I003-06,2195.08,REFERENCE
ORA-P005-03,ORA-I005-03,3401.08,OVERPAYMENT_APPLY
ORA-P007-04,ORA-I007-04,4031.0,ONE_TO_MANY_REMITTANCE
ORA-P007-04,ORA-I007-05,4051.62,ONE_TO_MANY_REMITTANCE
ORA-P008-03,ORA-I008-03,4088.61,OVERPAYMENT_APPLY
ORA-P010-04,ORA-I010-04,4650.24,ONE_TO_MANY_REMITTANCE
ORA-P010-04,ORA-I010-05,4577.72,ONE_TO_MANY_REMITTANCE
ORA-P012-04,ORA-I012-04,4540.39,ONE_TO_MANY_REMITTANCE
ORA-P012-04,ORA-I012-05,4822.95,ONE_TO_MANY_REMITTANCE
ORA-P018-02,ORA-I018-02,3065.27,PARTIAL_REFERENCE
SAP-P004-03,SAP-I004-03,3535.46,OVERPAYMENT_APPLY
SAP-P009-01,SAP-I009-01,3465.32,REFERENCE
SAP-P012-05A,SAP-I012-06,2155.83,REFERENCE
SAP-P016-04,SAP-I016-04,4849.67,ONE_TO_MANY_REMITTANCE
SAP-P016-04,SAP-I016-05,5449.98,ONE_TO_MANY_REMITTANCE
SAP-P017-03,SAP-I017-03,4797.2,OVERPAYMENT_APPLY
SAP-P017-05B,SAP-I017-06,3305.91,REFERENCE
SAP-P018-08,SAP-I018-09,6548.43,DEDUCTION_SUPPORTED_SHORT_PAY
